epoch,accuracy,auc,f1-score,loss,lr,mcc,prc,precision,recall,val_accuracy,val_auc,val_f1-score,val_loss,val_mcc,val_prc,val_precision,val_recall
0,0.8791414499282837,0.9567881226539612,"""[0.8297408, 0.90632206]""",0.31581902503967285,0.001,0.7425772547721863,0.956599235534668,0.8791414499282837,0.8791414499282837,0.951597273349762,0.9869008660316467,"""[0.93622464, 0.9609984]""",0.14068172872066498,0.8973790407180786,0.9864621162414551,0.951597273349762,0.951597273349762
1,0.9561271071434021,0.9870644807815552,"""[0.94274265, 0.96443975]""",0.13462582230567932,0.001,0.9071825742721558,0.9863959550857544,0.9561271071434021,0.9561271071434021,0.9604734182357788,0.9905987977981567,"""[0.947459, 0.9683205]""",0.11113784462213516,0.9157872200012207,0.9891455173492432,0.9604734182357788,0.9604734182357788
2,0.96708083152771,0.9925744533538818,"""[0.9569775, 0.9733414]""",0.0990394651889801,0.001,0.9303213357925415,0.9919005632400513,0.96708083152771,0.96708083152771,0.9699505567550659,0.991820752620697,"""[0.96062994, 0.97570276]""",0.09949548542499542,0.9366911053657532,0.9902326464653015,0.9699505567550659,0.9699505567550659
3,0.9718332886695862,0.9939417243003845,"""[0.96330416, 0.9771453]""",0.08762464672327042,0.001,0.9404497146606445,0.9932563304901123,0.9718332886695862,0.9718332886695862,0.9708288908004761,0.9938112497329712,"""[0.9618247, 0.9763962]""",0.08867982774972916,0.9386301040649414,0.9931763410568237,0.9708288908004761,0.9708288908004761
4,0.9768754839897156,0.9955440759658813,"""[0.9698171, 0.9812582]""",0.07107704132795334,0.001,0.9510756134986877,0.9948893189430237,0.9768754839897156,0.9768754839897156,0.9758217334747314,0.9949743747711182,"""[0.96785694, 0.9806231]""",0.0760001540184021,0.9484871625900269,0.9942396879196167,0.9758217334747314,0.9758217334747314
5,0.980758547782898,0.9962493777275085,"""[0.97489715, 0.98440087]""",0.0629788264632225,0.001,0.9592980742454529,0.9956433176994324,0.980758547782898,0.980758547782898,0.977023720741272,0.9938894510269165,"""[0.96958196, 0.98153996]""",0.07697998732328415,0.9511759281158447,0.9925293922424316,0.977023720741272,0.977023720741272
6,0.9821610450744629,0.9965516328811646,"""[0.9767033, 0.98554695]""",0.057397399097681046,0.001,0.9622533917427063,0.9959292411804199,0.9821610450744629,0.9821610450744629,0.9771161675453186,0.9935166835784912,"""[0.9697599, 0.9815937]""",0.08069083839654922,0.9514420032501221,0.9920119047164917,0.9771161675453186,0.9771161675453186
7,0.9839693307876587,0.9969932436943054,"""[0.9790572, 0.98701495]""",0.05334474518895149,0.001,0.9660760760307312,0.9964686036109924,0.9839693307876587,0.9839693307876587,0.976792573928833,0.9937243461608887,"""[0.96889323, 0.9814924]""",0.07754915207624435,0.9504277110099792,0.9922369718551636,0.976792573928833,0.976792573928833
8,0.9884898662567139,0.9978657364845276,"""[0.9849538, 0.99068016]""",0.03876176103949547,0.00040000002,0.975638210773468,0.9973832964897156,0.9884898662567139,0.9884898662567139,0.9835883975028992,0.9948083758354187,"""[0.97820884, 0.9868377]""",0.06127091497182846,0.9650631546974182,0.9934564828872681,0.9835883975028992,0.9835883975028992
9,0.9910051822662354,0.998409628868103,"""[0.988256, 0.9927115]""",0.03188068047165871,0.00040000002,0.9809707403182983,0.9980504512786865,0.9910051822662354,0.9910051822662354,0.984096884727478,0.9944068193435669,"""[0.97891897, 0.9872328]""",0.06174328923225403,0.966187059879303,0.9928762912750244,0.984096884727478,0.984096884727478
10,0.9919208884239197,0.9985454082489014,"""[0.9894389, 0.9934583]""",0.02907588519155979,0.00040000002,0.9829000234603882,0.9982032775878906,0.9919208884239197,0.9919208884239197,0.9840506911277771,0.994745671749115,"""[0.9788486, 0.987199]""",0.06171702966094017,0.9660773873329163,0.9933326244354248,0.9840506911277771,0.9840506911277771
11,0.9917586445808411,0.9987166523933411,"""[0.9892382, 0.9933225]""",0.027936391532421112,0.00040000002,0.9825629591941833,0.9984266757965088,0.9917586445808411,0.9917586445808411,0.9828024506568909,0.9938774704933167,"""[0.9773171, 0.9861514]""",0.06859578937292099,0.9636020660400391,0.9921896457672119,0.9828024506568909,0.9828024506568909
12,0.993346631526947,0.9988754987716675,"""[0.99131405, 0.9946083]""",0.024149974808096886,0.00016000001,0.9859245419502258,0.9986003637313843,0.993346631526947,0.993346631526947,0.9841893315315247,0.9945416450500488,"""[0.9790415, 0.98730695]""",0.06551454216241837,0.9663838744163513,0.9930495619773865,0.9841893315315247,0.9841893315315247
13,0.9937059283256531,0.9990105032920837,"""[0.9917753, 0.99490255]""",0.022221779450774193,0.00016000001,0.9866799116134644,0.998767614364624,0.9937059283256531,0.9937059283256531,0.984512984752655,0.9944455027580261,"""[0.9794567, 0.9875719]""",0.06597191840410233,0.9670552611351013,0.9929029941558838,0.984512984752655,0.984512984752655
