epoch,accuracy,auc,f1-score,loss,lr,mcc,prc,precision,recall,val_accuracy,val_auc,val_f1-score,val_loss,val_mcc,val_prc,val_precision,val_recall
0,0.8745447397232056,0.9537592530250549,"""[0.8239868, 0.9025393]""",0.33009031414985657,0.001,0.7312731742858887,0.954004168510437,0.8745447397232056,0.8745447397232056,0.940363347530365,0.9829707145690918,"""[0.9248164, 0.95058227]""",0.1690828949213028,0.8765606880187988,0.9828676581382751,0.940363347530365,0.940363347530365
1,0.9559069275856018,0.9870383739471436,"""[0.9422008, 0.9643587]""",0.13521504402160645,0.001,0.9065595865249634,0.9862707853317261,0.9559069275856018,0.9559069275856018,0.9599186182022095,0.9914107322692871,"""[0.9478433, 0.9674538]""",0.11112247407436371,0.9152986407279968,0.9907085299491882,0.9599186182022095,0.9599186182022095
2,0.9672778844833374,0.9930084347724915,"""[0.9570391, 0.9735756]""",0.09648701548576355,0.001,0.930614709854126,0.9923266172409058,0.9672778844833374,0.9672778844833374,0.9673154354095459,0.9919792413711548,"""[0.95754004, 0.973432]""",0.10357777774333954,0.9309724569320679,0.9906023740768433,0.9673154354095459,0.9673154354095459
3,0.9746847152709961,0.9947888255119324,"""[0.9668166, 0.9795368]""",0.07845138758420944,0.001,0.9463536143302917,0.994067907333374,0.9746847152709961,0.9746847152709961,0.9704590439796448,0.9920151829719543,"""[0.96206594, 0.975811]""",0.09698281437158585,0.9380653500556946,0.9906394481658936,0.9704590439796448,0.9704590439796448
4,0.9791241884231567,0.9957533478736877,"""[0.9725896, 0.9831429]""",0.0667894035577774,0.001,0.9557325839996338,0.9950747489929199,0.9791241884231567,0.9791241884231567,0.9724931716918945,0.9941962361335754,"""[0.96400267, 0.9777428]""",0.08493366092443466,0.9418048858642578,0.9933893084526062,0.9724931716918945,0.9724931716918945
5,0.9817553758621216,0.9966021776199341,"""[0.9760331, 0.9852719]""",0.059257254004478455,0.001,0.9613063335418701,0.9960729479789734,0.9817553758621216,0.9817553758621216,0.9690259099006653,0.99039226770401,"""[0.96078205, 0.974406]""",0.10492584109306335,0.936071515083313,0.9884310960769653,0.9690259099006653,0.9690259099006653
6,0.9835752248764038,0.9969937205314636,"""[0.9784037, 0.98674846]""",0.054020050913095474,0.001,0.9651551246643066,0.9965011477470398,0.9835752248764038,0.9835752248764038,0.9742498993873596,0.9928257465362549,"""[0.9665445, 0.9790704]""",0.08794129639863968,0.9456151127815247,0.9912279844284058,0.9742498993873596,0.9742498993873596
7,0.9851979613304138,0.9974188208580017,"""[0.9805369, 0.988058]""",0.04803871363401413,0.001,0.9686029553413391,0.9969305992126465,0.9851979613304138,0.9851979613304138,0.9775784611701965,0.9928677678108215,"""[0.9710326, 0.9817112]""",0.08437025547027588,0.9527909755706787,0.991231381893158,0.9775784611701965,0.9775784611701965
8,0.9866816401481628,0.997813880443573,"""[0.9824882, 0.9892548]""",0.04380699619650841,0.001,0.9717488884925842,0.9974156022071838,0.9866816401481628,0.9866816401481628,0.9788728952407837,0.9934020042419434,"""[0.97260356, 0.9828072]""",0.07782234251499176,0.955417811870575,0.9918450117111206,0.9788728952407837,0.9788728952407837
9,0.987771213054657,0.9981122612953186,"""[0.9839007, 0.9901414]""",0.039849262684583664,0.001,0.9740497469902039,0.9977506995201111,0.987771213054657,0.987771213054657,0.976792573928833,0.9932171106338501,"""[0.9696933, 0.9811971]""",0.08166267722845078,0.9509188532829285,0.9916307926177979,0.976792573928833,0.976792573928833
10,0.9885130524635315,0.9982203245162964,"""[0.9848848, 0.9907367]""",0.037671707570552826,0.001,0.9756291508674622,0.9978706240653992,0.9885130524635315,0.9885130524635315,0.9800286889076233,0.9933774471282959,"""[0.9740665, 0.98376185]""",0.0762377455830574,0.9578296542167664,0.9917106032371521,0.9800286889076233,0.9800286889076233
11,0.9888839721679688,0.9982571005821228,"""[0.9854005, 0.9910254]""",0.036975253373384476,0.001,0.9764314293861389,0.9979006052017212,0.9888839721679688,0.9888839721679688,0.9781332612037659,0.9929036498069763,"""[0.9716308, 0.9822107]""",0.08270400017499924,0.9538459777832031,0.9911355972290039,0.9781332612037659,0.9781332612037659
12,0.9890810251235962,0.998254120349884,"""[0.985631, 0.99119514]""",0.03704247623682022,0.001,0.9768333435058594,0.9978949427604675,0.9890810251235962,0.9890810251235962,0.9779021143913269,0.9930974841117859,"""[0.97125334, 0.98205304]""",0.07998134195804596,0.9533073306083679,0.9914538860321045,0.9779021143913269,0.9779021143913269
13,0.9896374344825745,0.9985118508338928,"""[0.98635864, 0.9916455]""",0.033425793051719666,0.001,0.9780120849609375,0.99820476770401,0.9896374344825745,0.9896374344825745,0.9788267016410828,0.9929894208908081,"""[0.9726077, 0.9827444]""",0.07958494126796722,0.9553802013397217,0.9913328886032104,0.9788267016410828,0.9788267016410828
14,0.9922570586204529,0.998937726020813,"""[0.98981583, 0.9937542]""",0.025951076298952103,0.00040000002,0.9835770130157471,0.9986973404884338,0.9922570586204529,0.9922570586204529,0.9828487038612366,0.9930477142333984,"""[0.97772974, 0.9860542]""",0.07657591998577118,0.9637854099273682,0.9911237359046936,0.9828487038612366,0.9828487038612366
15,0.9932770729064941,0.9991593956947327,"""[0.9911598, 0.99457616]""",0.022131754085421562,0.00040000002,0.9857397079467773,0.9989621043205261,0.9932770729064941,0.9932770729064941,0.9824326038360596,0.9926430583000183,"""[0.9771854, 0.98571754]""",0.08006472140550613,0.9629038572311401,0.9905759692192078,0.9824326038360596,0.9824326038360596
