epoch,accuracy,f1-score,loss,lr,prc,precision,recall,val_accuracy,val_f1-score,val_loss,val_prc,val_precision,val_recall
0,0.7946404814720154,"""[0.68298775, 0.84812975]""",0.536138117313385,0.001,0.8962079882621765,0.7946404814720154,0.7946404814720154,0.9284360408782959,"""[0.909516, 0.9408121]""",0.19066482782363892,0.9751630425453186,0.9284360408782959,0.9284360408782959
1,0.9520196914672852,"""[0.93769115, 0.9609903]""",0.14175960421562195,0.001,0.9850841164588928,0.9520196914672852,0.9520196914672852,0.9619065523147583,"""[0.9500788, 0.96920323]""",0.11783642321825027,0.9890975952148438,0.9619065523147583,0.9619065523147583
